date,item,price
2022-09-20,bowl:honeysesamechicken creamcheeserangoon,6.70
2022-09-20,plate:beijingbeef blackpepperchicken veggiespringroll,8.20
2022-09-20,chowmein,2.70
2022-09-20,crispyshrimp,2.70
2022-09-20,plate:beijingbeef broccolibeef brownrice,8.20
2022-09-20,bigplate:beijingbeef eggplanttofu orangechicken chowmein,9.70
2022-09-20,bowl:broccolibeef friedrice,6.70
2022-09-20,chickenpotsticker,2.70
2022-09-20,bowl:eggplanttofu chowmein,6.70
2022-09-20,brownrice,6.70
2022-09-20,bowl:grilledteriyakichicken chowmein,6.70
2022-09-20,brownrice,2.70
2022-09-20,plate:honeysesamechicken honeywalnutshrimp creamcheeserangoon,8.20
2022-09-20,plate:kungpaochicken orangechicken creamcheeserangoon,8.20
2022-09-20,plate:sweetfirechickenbreast generaltsochicken veggiespringroll,8.20
2022-09-20,whiterice,2.70
2022-09-20,bowl:sweetfirechickenbreast chickenpotsticker,6.70
2022-09-20,bowl:honeywalnutshrimp crispyshrimp,6.70
2022-09-20,plate:beijingbeef mushroomchicken whiterice,8.20
2022-09-20,plate:blackpepperchicken beijingbeef chickenpotsticker,8.20
2022-09-20,brownrice,6.70
2022-09-20,plate:stringbeanchickenbreast orangechicken whiterice,8.20
2022-09-20,plate:honeysesamechicken honeywalnutshrimp friedrice,8.20
2022-09-20,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-20,creamcheeserangoon,2.70
2022-09-20,bowl:broccolibeef chickeneggroll,6.70
2022-09-20,bowl:blackpepperchicken chickeneggroll,6.70
2022-09-20,bigplate:grilledteriyakichicken orangechicken broccolibeef chickenpotsticker,9.70
2022-09-20,plate:generaltsochicken beijingbeef chickeneggroll,8.20
2022-09-20,plate:orangechicken mushroomchicken creamcheeserangoon,8.20
2022-09-20,bigplate:kungpaochicken eggplanttofu stringbeanchickenbreast whiterice,9.70
2022-09-20,bowl:eggplanttofu friedrice,6.70
2022-09-20,bigplate:honeysesamechicken eggplanttofu honeysesamechicken chickeneggroll,9.70
2022-09-20,plate:grilledteriyakichicken blackpepperchicken chowmein,8.20
2022-09-20,mixedvegetables,6.70
2022-09-20,chickeneggroll,6.70
2022-09-20,bigplate:mushroomchicken generaltsochicken honeysesamechicken crispyshrimp,9.70
2022-09-20,veggiespringroll,2.70
2022-09-20,brownrice,2.70
2022-09-20,chickenpotsticker,6.70
2022-09-20,bowl:stringbeanchickenbreast crispyshrimp,6.70
2022-09-20,bowl:beijingbeef creamcheeserangoon,6.70
2022-09-20,whiterice,2.70
2022-09-20,plate:mushroomchicken orangechicken chickenpotsticker,8.20
2022-09-20,brownrice,2.70
2022-09-20,plate:generaltsochicken honeywalnutshrimp chowmein,8.20
2022-09-20,bigplate:blackpepperchicken sweetfirechickenbreast orangechicken creamcheeserangoon,9.70
2022-09-20,chickeneggroll,2.70
2022-09-20,bowl:blackpepperchicken mixedvegetables,6.70
2022-09-20,bowl:broccolibeef chickeneggroll,6.70
2022-09-20,bigplate:kungpaochicken sweetfirechickenbreast broccolibeef friedrice,9.70
2022-09-20,plate:honeysesamechicken sweetfirechickenbreast chowmein,8.20
2022-09-20,veggiespringroll,2.70
2022-09-20,friedrice,2.70
2022-09-20,bowl:sweetfirechickenbreast crispyshrimp,6.70
2022-09-20,veggiespringroll,6.70
2022-09-20,crispyshrimp,2.70
2022-09-20,chowmein,6.70
2022-09-20,bigplate:blackpepperchicken generaltsochicken blackpepperchicken brownrice,9.70
2022-09-20,veggiespringroll,2.70
2022-09-20,plate:sweetfirechickenbreast eggplanttofu mixedvegetables,8.20
2022-09-20,creamcheeserangoon,2.70
2022-09-20,bowl:orangechicken veggiespringroll,6.70
2022-09-20,bigplate:grilledteriyakichicken blackpepperchicken mushroomchicken chickeneggroll,9.70
2022-09-20,bigplate:orangechicken stringbeanchickenbreast beijingbeef veggiespringroll,9.70
2022-09-20,chickenpotsticker,6.70
2022-09-20,bowl:beijingbeef crispyshrimp,6.70
2022-09-20,brownrice,2.70
2022-09-20,mixedvegetables,6.70
2022-09-20,plate:blackpepperchicken blackpepperchicken crispyshrimp,8.20
2022-09-20,bowl:blackpepperchicken crispyshrimp,6.70
2022-09-20,chowmein,6.70
2022-09-20,bigplate:eggplanttofu blackpepperchicken honeysesamechicken chickenpotsticker,9.70
2022-09-20,bigplate:mushroomchicken stringbeanchickenbreast beijingbeef veggiespringroll,9.70
2022-09-20,plate:kungpaochicken sweetfirechickenbreast veggiespringroll,8.20
2022-09-20,brownrice,2.70
2022-09-20,chickenpotsticker,2.70
2022-09-20,chickenpotsticker,6.70
2022-09-20,chickenpotsticker,6.70
2022-09-20,friedrice,2.70
2022-09-20,bigplate:stringbeanchickenbreast honeywalnutshrimp broccolibeef chowmein,9.70
2022-09-20,brownrice,6.70
2022-09-20,plate:mushroomchicken sweetfirechickenbreast veggiespringroll,8.20
2022-09-20,plate:blackpepperchicken stringbeanchickenbreast creamcheeserangoon,8.20
2022-09-20,whiterice,2.70
2022-09-20,veggiespringroll,2.70
2022-09-20,bowl:blackpepperangussteak veggiespringroll,6.70
2022-09-20,plate:blackpepperchicken blackpepperchicken brownrice,8.20
2022-09-20,bigplate:grilledteriyakichicken mushroomchicken kungpaochicken brownrice,9.70
2022-09-20,plate:honeysesamechicken broccolibeef brownrice,8.20
2022-09-20,chickeneggroll,2.70
2022-09-20,plate:broccolibeef beijingbeef creamcheeserangoon,8.20
2022-09-20,whiterice,6.70
2022-09-20,bigplate:generaltsochicken beijingbeef honeywalnutshrimp whiterice,9.70
2022-09-20,plate:honeywalnutshrimp grilledteriyakichicken creamcheeserangoon,8.20
2022-09-20,bowl:orangechicken crispyshrimp,6.70
2022-09-20,plate:beijingbeef beijingbeef creamcheeserangoon,8.20
2022-09-20,chowmein,6.70
2022-09-20,bowl:grilledteriyakichicken chowmein,6.70
2022-09-20,chowmein,6.70
2022-09-20,chowmein,2.70
2022-09-20,plate:honeysesamechicken stringbeanchickenbreast friedrice,8.20
2022-09-20,chickenpotsticker,6.70
2022-09-20,bowl:generaltsochicken whiterice,6.70
2022-09-20,bowl:stringbeanchickenbreast veggiespringroll,6.70
2022-09-20,plate:eggplanttofu broccolibeef chickenpotsticker,8.20
2022-09-20,plate:mushroomchicken stringbeanchickenbreast mixedvegetables,8.20
2022-09-20,bigplate:honeywalnutshrimp blackpepperchicken honeysesamechicken chickeneggroll,9.70
2022-09-20,chowmein,2.70
2022-09-20,whiterice,2.70
2022-09-20,creamcheeserangoon,6.70
2022-09-20,plate:sweetfirechickenbreast grilledteriyakichicken whiterice,8.20
2022-09-20,chowmein,2.70
2022-09-20,chickenpotsticker,2.70
2022-09-20,whiterice,6.70
2022-09-20,plate:kungpaochicken mushroomchicken chickeneggroll,8.20
2022-09-21,crispyshrimp,6.70
2022-09-21,plate:mushroomchicken blackpepperangussteak veggiespringroll,8.20
2022-09-21,bigplate:beijingbeef honeysesamechicken broccolibeef crispyshrimp,9.70
2022-09-21,plate:honeywalnutshrimp broccolibeef chickeneggroll,8.20
2022-09-21,plate:stringbeanchickenbreast beijingbeef crispyshrimp,8.20
2022-09-21,bowl:honeysesamechicken mixedvegetables,6.70
2022-09-21,bigplate:generaltsochicken generaltsochicken honeywalnutshrimp mixedvegetables,9.70
2022-09-21,bigplate:orangechicken stringbeanchickenbreast sweetfirechickenbreast crispyshrimp,9.70
2022-09-21,plate:kungpaochicken grilledteriyakichicken brownrice,8.20
2022-09-21,mixedvegetables,6.70
2022-09-21,chickeneggroll,6.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,bigplate:honeywalnutshrimp blackpepperangussteak honeywalnutshrimp veggiespringroll,9.70
2022-09-21,plate:eggplanttofu mushroomchicken veggiespringroll,8.20
2022-09-21,whiterice,6.70
2022-09-21,plate:mushroomchicken honeywalnutshrimp whiterice,8.20
2022-09-21,bowl:honeywalnutshrimp chowmein,6.70
2022-09-21,veggiespringroll,2.70
2022-09-21,bowl:honeysesamechicken creamcheeserangoon,6.70
2022-09-21,crispyshrimp,2.70
2022-09-21,bigplate:sweetfirechickenbreast kungpaochicken blackpepperchicken chickeneggroll,9.70
2022-09-21,bigplate:generaltsochicken blackpepperchicken blackpepperangussteak chickeneggroll,9.70
2022-09-21,bowl:mushroomchicken mixedvegetables,6.70
2022-09-21,plate:blackpepperangussteak mushroomchicken veggiespringroll,8.20
2022-09-21,plate:sweetfirechickenbreast kungpaochicken whiterice,8.20
2022-09-21,veggiespringroll,2.70
2022-09-21,friedrice,6.70
2022-09-21,chickeneggroll,2.70
2022-09-21,bowl:grilledteriyakichicken mixedvegetables,6.70
2022-09-21,veggiespringroll,6.70
2022-09-21,bigplate:grilledteriyakichicken beijingbeef mushroomchicken chowmein,9.70
2022-09-21,bowl:broccolibeef veggiespringroll,6.70
2022-09-21,bigplate:beijingbeef blackpepperangussteak sweetfirechickenbreast veggiespringroll,9.70
2022-09-21,crispyshrimp,6.70
2022-09-21,plate:sweetfirechickenbreast mushroomchicken friedrice,8.20
2022-09-21,bowl:beijingbeef crispyshrimp,6.70
2022-09-21,bigplate:beijingbeef stringbeanchickenbreast mushroomchicken brownrice,9.70
2022-09-21,bigplate:blackpepperangussteak honeywalnutshrimp honeysesamechicken mixedvegetables,9.70
2022-09-21,bigplate:grilledteriyakichicken eggplanttofu sweetfirechickenbreast veggiespringroll,9.70
2022-09-21,bigplate:blackpepperchicken stringbeanchickenbreast eggplanttofu chickeneggroll,9.70
2022-09-21,bigplate:grilledteriyakichicken sweetfirechickenbreast blackpepperchicken creamcheeserangoon,9.70
2022-09-21,bigplate:grilledteriyakichicken eggplanttofu generaltsochicken friedrice,9.70
2022-09-21,whiterice,6.70
2022-09-21,friedrice,6.70
2022-09-21,plate:stringbeanchickenbreast orangechicken chickeneggroll,8.20
2022-09-21,plate:eggplanttofu orangechicken creamcheeserangoon,8.20
2022-09-21,plate:blackpepperangussteak kungpaochicken chowmein,8.20
2022-09-21,bigplate:sweetfirechickenbreast blackpepperangussteak sweetfirechickenbreast chickeneggroll,9.70
2022-09-21,bowl:beijingbeef chowmein,6.70
2022-09-21,plate:beijingbeef eggplanttofu brownrice,8.20
2022-09-21,chickenpotsticker,6.70
2022-09-21,veggiespringroll,2.70
2022-09-21,bigplate:broccolibeef beijingbeef beijingbeef brownrice,9.70
2022-09-21,friedrice,6.70
2022-09-21,bigplate:orangechicken orangechicken mushroomchicken mixedvegetables,9.70
2022-09-21,chowmein,2.70
2022-09-21,creamcheeserangoon,6.70
2022-09-21,plate:beijingbeef broccolibeef veggiespringroll,8.20
2022-09-21,friedrice,2.70
2022-09-21,creamcheeserangoon,2.70
2022-09-21,bigplate:broccolibeef orangechicken blackpepperangussteak brownrice,9.70
2022-09-21,crispyshrimp,6.70
2022-09-21,bowl:honeysesamechicken chowmein,6.70
2022-09-21,chowmein,2.70
2022-09-21,plate:honeywalnutshrimp honeywalnutshrimp friedrice,8.20
2022-09-21,whiterice,6.70
2022-09-21,plate:beijingbeef eggplanttofu chowmein,8.20
2022-09-21,plate:eggplanttofu kungpaochicken chickenpotsticker,8.20
2022-09-21,bowl:beijingbeef friedrice,6.70
2022-09-21,chickeneggroll,6.70
2022-09-21,veggiespringroll,6.70
2022-09-21,friedrice,6.70
2022-09-21,friedrice,2.70
2022-09-21,creamcheeserangoon,6.70
2022-09-21,bowl:kungpaochicken chickenpotsticker,6.70
2022-09-21,brownrice,6.70
2022-09-21,crispyshrimp,6.70
2022-09-21,veggiespringroll,6.70
2022-09-21,brownrice,6.70
2022-09-21,brownrice,2.70
2022-09-21,bowl:broccolibeef chickenpotsticker,6.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,bigplate:eggplanttofu beijingbeef stringbeanchickenbreast veggiespringroll,9.70
2022-09-21,bowl:orangechicken mixedvegetables,6.70
2022-09-21,chowmein,2.70
2022-09-21,mixedvegetables,6.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,bigplate:honeywalnutshrimp generaltsochicken honeysesamechicken chickenpotsticker,9.70
2022-09-21,bigplate:broccolibeef beijingbeef honeysesamechicken friedrice,9.70
2022-09-21,chickeneggroll,2.70
2022-09-21,bigplate:broccolibeef eggplanttofu grilledteriyakichicken crispyshrimp,9.70
2022-09-21,bowl:blackpepperangussteak chowmein,6.70
2022-09-21,creamcheeserangoon,2.70
2022-09-21,bigplate:mushroomchicken grilledteriyakichicken kungpaochicken chickeneggroll,9.70
2022-09-21,bigplate:grilledteriyakichicken orangechicken generaltsochicken whiterice,9.70
2022-09-21,mixedvegetables,2.70
2022-09-21,whiterice,6.70
2022-09-21,plate:grilledteriyakichicken sweetfirechickenbreast chickeneggroll,8.20
2022-09-21,plate:blackpepperchicken mushroomchicken crispyshrimp,8.20
2022-09-21,plate:orangechicken honeywalnutshrimp friedrice,8.20
2022-09-21,bigplate:sweetfirechickenbreast orangechicken stringbeanchickenbreast friedrice,9.70
2022-09-21,chowmein,2.70
2022-09-21,bowl:blackpepperangussteak whiterice,6.70
2022-09-21,bigplate:broccolibeef stringbeanchickenbreast sweetfirechickenbreast veggiespringroll,9.70
2022-09-21,creamcheeserangoon,6.70
2022-09-21,bowl:generaltsochicken brownrice,6.70
2022-09-21,bigplate:blackpepperangussteak generaltsochicken broccolibeef friedrice,9.70
2022-09-21,bowl:stringbeanchickenbreast veggiespringroll,6.70
2022-09-21,mixedvegetables,2.70
2022-09-21,bigplate:grilledteriyakichicken eggplanttofu eggplanttofu creamcheeserangoon,9.70
2022-09-21,plate:kungpaochicken blackpepperchicken creamcheeserangoon,8.20
2022-09-21,chowmein,2.70
2022-09-21,plate:grilledteriyakichicken orangechicken chickenpotsticker,8.20
2022-09-21,plate:stringbeanchickenbreast broccolibeef whiterice,8.20
2022-09-21,plate:beijingbeef broccolibeef brownrice,8.20
2022-09-21,bigplate:honeysesamechicken honeysesamechicken honeywalnutshrimp chickenpotsticker,9.70
2022-09-21,plate:orangechicken blackpepperangussteak brownrice,8.20
2022-09-21,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-21,plate:blackpepperchicken beijingbeef whiterice,8.20
2022-09-21,plate:sweetfirechickenbreast blackpepperchicken crispyshrimp,8.20
2022-09-21,chickeneggroll,6.70
2022-09-21,brownrice,6.70
2022-09-21,bigplate:orangechicken eggplanttofu blackpepperangussteak friedrice,9.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,plate:blackpepperchicken stringbeanchickenbreast friedrice,8.20
2022-09-21,plate:stringbeanchickenbreast beijingbeef creamcheeserangoon,8.20
2022-09-21,plate:broccolibeef eggplanttofu brownrice,8.20
2022-09-21,chowmein,2.70
2022-09-21,bowl:generaltsochicken creamcheeserangoon,6.70
2022-09-21,plate:kungpaochicken eggplanttofu whiterice,8.20
2022-09-21,crispyshrimp,6.70
2022-09-21,bowl:kungpaochicken whiterice,6.70
2022-09-21,bowl:beijingbeef brownrice,6.70
2022-09-21,friedrice,6.70
2022-09-21,plate:mushroomchicken sweetfirechickenbreast mixedvegetables,8.20
2022-09-21,brownrice,6.70
2022-09-21,plate:orangechicken blackpepperchicken whiterice,8.20
2022-09-21,bowl:blackpepperchicken friedrice,6.70
2022-09-21,bowl:sweetfirechickenbreast veggiespringroll,6.70
2022-09-21,whiterice,6.70
2022-09-21,mixedvegetables,6.70
2022-09-21,plate:broccolibeef generaltsochicken mixedvegetables,8.20
2022-09-21,bigplate:honeysesamechicken generaltsochicken grilledteriyakichicken veggiespringroll,9.70
2022-09-21,chowmein,2.70
2022-09-21,brownrice,2.70
2022-09-21,bowl:blackpepperchicken chickeneggroll,6.70
2022-09-21,bigplate:honeysesamechicken stringbeanchickenbreast blackpepperangussteak crispyshrimp,9.70
2022-09-21,bigplate:eggplanttofu beijingbeef beijingbeef mixedvegetables,9.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,bowl:honeysesamechicken brownrice,6.70
2022-09-21,chowmein,6.70
2022-09-21,bigplate:broccolibeef broccolibeef blackpepperchicken friedrice,9.70
2022-09-21,bigplate:eggplanttofu honeywalnutshrimp generaltsochicken chickeneggroll,9.70
2022-09-21,plate:grilledteriyakichicken broccolibeef chowmein,8.20
2022-09-21,whiterice,2.70
2022-09-21,bigplate:mushroomchicken sweetfirechickenbreast orangechicken chickeneggroll,9.70
2022-09-21,veggiespringroll,6.70
2022-09-21,mixedvegetables,6.70
2022-09-21,bowl:blackpepperchicken chickenpotsticker,6.70
2022-09-21,bowl:sweetfirechickenbreast chowmein,6.70
2022-09-21,bowl:broccolibeef brownrice,6.70
2022-09-21,plate:blackpepperchicken generaltsochicken chickenpotsticker,8.20
2022-09-21,plate:orangechicken stringbeanchickenbreast mixedvegetables,8.20
2022-09-21,friedrice,6.70
2022-09-21,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-21,bowl:mushroomchicken chickenpotsticker,6.70
2022-09-21,veggiespringroll,6.70
2022-09-21,mixedvegetables,6.70
2022-09-21,crispyshrimp,2.70
2022-09-21,plate:eggplanttofu blackpepperchicken creamcheeserangoon,8.20
2022-09-21,plate:blackpepperangussteak beijingbeef friedrice,8.20
2022-09-21,crispyshrimp,6.70
2022-09-21,creamcheeserangoon,6.70
2022-09-21,bowl:honeywalnutshrimp friedrice,6.70
2022-09-21,chowmein,6.70
2022-09-21,bowl:orangechicken whiterice,6.70
2022-09-21,bigplate:stringbeanchickenbreast stringbeanchickenbreast orangechicken brownrice,9.70
2022-09-21,plate:stringbeanchickenbreast sweetfirechickenbreast friedrice,8.20
2022-09-21,chickeneggroll,6.70
2022-09-21,creamcheeserangoon,2.70
2022-09-21,plate:orangechicken honeywalnutshrimp crispyshrimp,8.20
2022-09-21,mixedvegetables,2.70
2022-09-21,bigplate:honeysesamechicken broccolibeef honeywalnutshrimp chowmein,9.70
2022-09-21,mixedvegetables,2.70
2022-09-21,whiterice,2.70
2022-09-21,bigplate:generaltsochicken orangechicken mushroomchicken chickenpotsticker,9.70
2022-09-21,mixedvegetables,6.70
2022-09-21,plate:generaltsochicken honeywalnutshrimp mixedvegetables,8.20
2022-09-21,bigplate:blackpepperchicken blackpepperchicken honeysesamechicken veggiespringroll,9.70
2022-09-21,creamcheeserangoon,2.70
2022-09-21,friedrice,6.70
2022-09-21,bowl:eggplanttofu brownrice,6.70
2022-09-21,bigplate:beijingbeef kungpaochicken orangechicken chowmein,9.70
2022-09-21,plate:broccolibeef blackpepperchicken chickenpotsticker,8.20
2022-09-21,brownrice,6.70
2022-09-21,bowl:generaltsochicken chowmein,6.70
2022-09-21,chowmein,2.70
2022-09-21,bigplate:kungpaochicken honeysesamechicken broccolibeef mixedvegetables,9.70
2022-09-21,veggiespringroll,2.70
2022-09-21,bowl:honeysesamechicken whiterice,6.70
2022-09-21,bowl:generaltsochicken brownrice,6.70
2022-09-21,mixedvegetables,2.70
2022-09-21,brownrice,6.70
2022-09-21,bowl:sweetfirechickenbreast brownrice,6.70
2022-09-21,bowl:generaltsochicken mixedvegetables,6.70
2022-09-21,bowl:eggplanttofu veggiespringroll,6.70
2022-09-21,bowl:honeywalnutshrimp chickeneggroll,6.70
2022-09-21,plate:grilledteriyakichicken mushroomchicken creamcheeserangoon,8.20
2022-09-21,brownrice,2.70
2022-09-21,plate:blackpepperchicken stringbeanchickenbreast creamcheeserangoon,8.20
2022-09-21,bigplate:blackpepperangussteak grilledteriyakichicken grilledteriyakichicken chickeneggroll,9.70
2022-09-21,mixedvegetables,2.70
2022-09-21,bigplate:eggplanttofu stringbeanchickenbreast sweetfirechickenbreast veggiespringroll,9.70
2022-09-21,chickeneggroll,6.70
2022-09-21,mixedvegetables,2.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,bowl:honeysesamechicken crispyshrimp,6.70
2022-09-21,bowl:blackpepperchicken chickenpotsticker,6.70
2022-09-21,bigplate:stringbeanchickenbreast kungpaochicken mushroomchicken chickenpotsticker,9.70
2022-09-21,brownrice,6.70
2022-09-21,bowl:orangechicken friedrice,6.70
2022-09-21,crispyshrimp,2.70
2022-09-21,whiterice,6.70
2022-09-21,bigplate:honeywalnutshrimp generaltsochicken orangechicken mixedvegetables,9.70
2022-09-21,bigplate:kungpaochicken honeysesamechicken orangechicken chickeneggroll,9.70
2022-09-21,bigplate:eggplanttofu stringbeanchickenbreast generaltsochicken chickenpotsticker,9.70
2022-09-21,friedrice,6.70
2022-09-21,bigplate:beijingbeef mushroomchicken blackpepperchicken chickeneggroll,9.70
2022-09-21,chowmein,2.70
2022-09-21,bigplate:stringbeanchickenbreast honeysesamechicken grilledteriyakichicken chowmein,9.70
2022-09-21,crispyshrimp,2.70
2022-09-21,bowl:stringbeanchickenbreast chowmein,6.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,mixedvegetables,2.70
2022-09-21,bigplate:stringbeanchickenbreast broccolibeef orangechicken chickeneggroll,9.70
2022-09-21,bowl:mushroomchicken chowmein,6.70
2022-09-21,brownrice,6.70
2022-09-21,bowl:blackpepperangussteak chowmein,6.70
2022-09-21,plate:honeywalnutshrimp grilledteriyakichicken crispyshrimp,8.20
2022-09-21,plate:stringbeanchickenbreast orangechicken veggiespringroll,8.20
2022-09-21,bigplate:stringbeanchickenbreast mushroomchicken broccolibeef chowmein,9.70
2022-09-21,friedrice,6.70
2022-09-21,bowl:generaltsochicken crispyshrimp,6.70
2022-09-21,chickeneggroll,6.70
2022-09-21,friedrice,6.70
2022-09-21,brownrice,6.70
2022-09-21,plate:honeywalnutshrimp blackpepperangussteak crispyshrimp,8.20
2022-09-21,bigplate:honeysesamechicken beijingbeef generaltsochicken chowmein,9.70
2022-09-21,bowl:orangechicken friedrice,6.70
2022-09-21,chowmein,6.70
2022-09-21,bowl:orangechicken chickeneggroll,6.70
2022-09-21,bigplate:eggplanttofu stringbeanchickenbreast honeysesamechicken whiterice,9.70
2022-09-21,bowl:beijingbeef whiterice,6.70
2022-09-21,friedrice,6.70
2022-09-21,chickeneggroll,6.70
2022-09-21,bowl:eggplanttofu chowmein,6.70
2022-09-21,veggiespringroll,2.70
2022-09-21,veggiespringroll,6.70
2022-09-21,bowl:honeysesamechicken chowmein,6.70
2022-09-21,creamcheeserangoon,2.70
2022-09-21,bigplate:eggplanttofu grilledteriyakichicken eggplanttofu mixedvegetables,9.70
2022-09-21,plate:honeywalnutshrimp mushroomchicken friedrice,8.20
2022-09-21,bigplate:stringbeanchickenbreast orangechicken honeywalnutshrimp veggiespringroll,9.70
2022-09-21,friedrice,6.70
2022-09-21,bowl:broccolibeef whiterice,6.70
2022-09-21,chickenpotsticker,2.70
2022-09-21,plate:grilledteriyakichicken generaltsochicken mixedvegetables,8.20
2022-09-21,plate:honeywalnutshrimp mushroomchicken whiterice,8.20
2022-09-21,friedrice,6.70
2022-09-21,plate:kungpaochicken honeysesamechicken chickenpotsticker,8.20
2022-09-21,brownrice,6.70
2022-09-21,plate:honeywalnutshrimp beijingbeef chickenpotsticker,8.20
2022-09-21,bigplate:kungpaochicken honeysesamechicken generaltsochicken chickenpotsticker,9.70
2022-09-21,mixedvegetables,6.70
2022-09-21,plate:beijingbeef eggplanttofu whiterice,8.20
2022-09-21,mixedvegetables,2.70
2022-09-21,bowl:grilledteriyakichicken mixedvegetables,6.70
2022-09-21,bowl:grilledteriyakichicken veggiespringroll,6.70
2022-09-21,bigplate:broccolibeef grilledteriyakichicken eggplanttofu crispyshrimp,9.70
2022-09-21,bigplate:kungpaochicken blackpepperchicken eggplanttofu crispyshrimp,9.70
2022-09-21,veggiespringroll,2.70
2022-09-21,plate:eggplanttofu stringbeanchickenbreast whiterice,8.20
2022-09-21,bowl:kungpaochicken whiterice,6.70
2022-09-21,plate:eggplanttofu grilledteriyakichicken mixedvegetables,8.20
2022-09-21,friedrice,6.70
2022-09-21,plate:blackpepperchicken blackpepperchicken creamcheeserangoon,8.20
2022-09-21,chickenpotsticker,6.70
2022-09-21,crispyshrimp,2.70
2022-09-21,whiterice,6.70
2022-09-21,bowl:kungpaochicken whiterice,6.70
2022-09-21,friedrice,6.70
2022-09-21,bowl:beijingbeef chickenpotsticker,6.70
2022-09-21,chickenpotsticker,2.70
2022-09-21,mixedvegetables,2.70
2022-09-21,whiterice,6.70
2022-09-21,crispyshrimp,2.70
2022-09-21,bigplate:honeysesamechicken mushroomchicken sweetfirechickenbreast chowmein,9.70
2022-09-21,bowl:grilledteriyakichicken chickenpotsticker,6.70
2022-09-21,bigplate:honeysesamechicken eggplanttofu honeywalnutshrimp veggiespringroll,9.70
2022-09-21,plate:blackpepperchicken generaltsochicken veggiespringroll,8.20
2022-09-21,bowl:orangechicken crispyshrimp,6.70
2022-09-21,mixedvegetables,2.70
2022-09-21,bigplate:blackpepperchicken mushroomchicken mushroomchicken friedrice,9.70
2022-09-21,plate:honeywalnutshrimp mushroomchicken brownrice,8.20
2022-09-21,chickenpotsticker,2.70
2022-09-21,bigplate:honeywalnutshrimp beijingbeef eggplanttofu mixedvegetables,9.70
2022-09-21,bowl:mushroomchicken chickenpotsticker,6.70
2022-09-21,plate:honeysesamechicken honeysesamechicken chickeneggroll,8.20
2022-09-21,veggiespringroll,6.70
2022-09-21,plate:blackpepperangussteak kungpaochicken chickenpotsticker,8.20
2022-09-21,brownrice,6.70
2022-09-21,bigplate:eggplanttofu blackpepperchicken grilledteriyakichicken veggiespringroll,9.70
2022-09-21,chickeneggroll,6.70
2022-09-21,bowl:sweetfirechickenbreast chowmein,6.70
2022-09-21,plate:generaltsochicken blackpepperchicken crispyshrimp,8.20
2022-09-21,friedrice,6.70
2022-09-21,bigplate:eggplanttofu stringbeanchickenbreast broccolibeef chickenpotsticker,9.70
2022-09-21,plate:mushroomchicken honeysesamechicken creamcheeserangoon,8.20
2022-09-21,bigplate:stringbeanchickenbreast orangechicken honeywalnutshrimp mixedvegetables,9.70
2022-09-21,mixedvegetables,6.70
2022-09-21,plate:blackpepperangussteak broccolibeef brownrice,8.20
2022-09-21,plate:generaltsochicken blackpepperchicken brownrice,8.20
2022-09-21,creamcheeserangoon,2.70
2022-09-21,friedrice,6.70
2022-09-21,plate:blackpepperangussteak honeywalnutshrimp mixedvegetables,8.20
2022-09-21,crispyshrimp,2.70
2022-09-21,bigplate:broccolibeef stringbeanchickenbreast blackpepperchicken veggiespringroll,9.70
2022-09-21,chickeneggroll,6.70
2022-09-21,brownrice,2.70
2022-09-21,bowl:grilledteriyakichicken creamcheeserangoon,6.70
2022-09-21,bigplate:eggplanttofu blackpepperangussteak kungpaochicken brownrice,9.70
2022-09-21,plate:generaltsochicken sweetfirechickenbreast brownrice,8.20
2022-09-21,whiterice,2.70
2022-09-21,friedrice,2.70
2022-09-21,mixedvegetables,2.70
2022-09-21,veggiespringroll,6.70
2022-09-21,whiterice,6.70
2022-09-21,plate:honeysesamechicken honeywalnutshrimp veggiespringroll,8.20
2022-09-21,bowl:stringbeanchickenbreast whiterice,6.70
2022-09-21,bowl:eggplanttofu chowmein,6.70
2022-09-21,bigplate:blackpepperangussteak eggplanttofu grilledteriyakichicken mixedvegetables,9.70
2022-09-21,plate:kungpaochicken honeywalnutshrimp chickenpotsticker,8.20
2022-09-21,veggiespringroll,2.70
2022-09-21,bowl:beijingbeef mixedvegetables,6.70
2022-09-21,bigplate:honeysesamechicken honeywalnutshrimp blackpepperangussteak veggiespringroll,9.70
2022-09-21,bigplate:mushroomchicken eggplanttofu broccolibeef crispyshrimp,9.70
2022-09-21,plate:blackpepperchicken stringbeanchickenbreast creamcheeserangoon,8.20
2022-09-21,bowl:blackpepperchicken chowmein,6.70
2022-09-21,chickenpotsticker,6.70
2022-09-21,veggiespringroll,6.70
2022-09-21,plate:honeysesamechicken blackpepperchicken crispyshrimp,8.20
2022-09-21,crispyshrimp,6.70
2022-09-21,veggiespringroll,2.70
